"adult","backdrop_path","genre_ids","id","original_language","original_title","overview","popularity","poster_path","release_date","title","video","vote_average","vote_count"
"False","/pW1sEV4R2GL99OoUq73Pvf7r7Ce.jpg","[16, 35, 18]","24238","en","Mary and Max","A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York. In the mid-1970s, a homely, friendless Australian girl of 8 picks a name out of a Manhattan phone book and writes to him; she includes a chocolate bar. He writes back, with chocolate. Thus begins a 20-year correspondence. Will the two ever meet face to face?","9.052","/b4LKlquh0ls5Rgb27QLPlkC7Oya.jpg","2009-02-09","Mary and Max","False","7.9","1529"
"False","/eNI7PtK6DEYgZmHWP9gQNuff8pv.jpg","[878, 28, 12]","624860","en","The Matrix Resurrections","Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.","432.843","/8c4a8kE7PizaGQQnditMmI1xbRp.jpg","2021-12-16","The Matrix Resurrections","False","6.7","3662"
"False","","[28, 80, 53, 10770]","305603","en","Memories of Murder","A woman who had been suffering from amnesia suddenly gets her memory back. However, she finds that she's now married to a man who she doesn't think she really loves, and she keeps having visions of a young woman who she believes is out to kill her--but she can't get anyone to listen.","1.376","","1990-07-31","Memories of Murder","False","5.9","4"
"False","/cpDoykGqISrjXb4SG1L18OkmWAf.jpg","[18]","615643","en","Minari","A Korean-American family moves to Arkansas in search of their own American Dream. With the arrival of their sly, foul-mouthed, but incredibly loving grandmother, the stability of their relationships is challenged even more in this new life in the rugged Ozarks, testing the undeniable resilience of family and what really makes a home.","15.15","/6mPNdmjdbVKPITv3LLCmQoKs9Zw.jpg","2021-02-12","Minari","False","7.4","1096"
"False","/bsYv9IFIGfpAV0oUbe7YTiyxhox.jpg","[35, 18, 10749]","83666","en","Moonrise Kingdom","Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.","14.719","/y4SXcbNl6CEF2t36icuzuBioj7K.jpg","2012-05-16","Moonrise Kingdom","False","7.7","4877"
"False","/zMrk2G3XsnfYKiIp1NEfdtvDyBH.jpg","[12, 14, 18]","337401","en","Mulan","When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.","123.898","/aKx1ARwG55zZ0GpRvU2WrGrCG9o.jpg","2020-09-04","Mulan","False","7","5636"
"False","/oI2quZga94mj7dHlZP4YZJLfQ95.jpg","[35, 18]","25468","en","My Dinner with Andre","Wallace Shawn and Andre Gregory, apparently playing themselves, share their lives over the course of an evening meal at a restaurant.","6.764","/u2KB70Xlzwg920mYWlGb18YIatd.jpg","1981-10-11","My Dinner with Andre","False","7.6","255"
"False","/lTVbcxbXHO2o3T0KFrnnx7QmxIm.jpg","[18, 12]","129670","en","Nebraska","An aging, booze-addled father takes a trip from Montana to Nebraska with his estranged son in order to claim what he believes to be a million-dollar sweepstakes prize.","7.299","/3WdcebeFY1ProN3MxKuaT78CK8w.jpg","2013-09-21","Nebraska","False","7.5","1446"
"False","/g0YNGpmlXsgHfhGnJz3c5uyzZ1B.jpg","[80, 18, 53]","597208","en","Nightmare Alley","An ambitious carnival man with a talent for manipulating people with a few well-chosen words hooks up with a female psychiatrist who is even more dangerous than he is.","305.806","/680klE0dIreQQOyWKFgNnCAJtws.jpg","2021-12-02","Nightmare Alley","False","7","1640"
"False","/563sRDK3rZS31TXCdTY4lfcwrNK.jpg","[18]","581734","en","Nomadland","A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.","23.21","/8Vc5EOUEIF1EUXuX9eLFf7BvN3P.jpg","2020-12-04","Nomadland","False","7.3","2241"
"False","/xEY0MV2jSQBz9iOJfCFvLTiPGMA.jpg","[53, 80]","75656","en","Now You See Me","An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.","58.979","/1eQ3c443YwXz1Xq0FZ24qrJBKyd.jpg","2013-05-29","Now You See Me","False","7.4","13659"
"False","","[18]","32958","pt","O Contador de Histórias","Based on the life of Roberto Carlos Ramos, a Brazilian teacher and storyteller brought up in a state educational institution for poor children.","1.926","/eSXS7pFrnT6zyYJwUQpzRv9RbUU.jpg","2009-08-07","The Story of Me","False","6.5","15"
"False","/gs9Z5cPauxH9Gml2kO6oUYwkTgK.jpg","[18]","2013","fr","Le scaphandre et le papillon","The true story of Elle France editor Jean-Dominique Bauby, who, in 1995 at the age of 43, suffered a stroke that paralyzed his entire body, except his left eye. Using that eye to blink out his memoir, Bauby eloquently described the aspects of his interior world, from the psychological torment of being trapped inside his body to his imagined stories from lands he'd only visited in his mind.","9.23","/3MJUo4bCPai5r9zrw7nTS8sVzQ7.jpg","2007-05-23","The Diving Bell and the Butterfly","False","7.6","923"
"False","/xFxk4vnirOtUxpOEWgA1MCRfy6J.jpg","[10751, 16, 12, 35, 14]","508439","en","Onward","In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.","45.914","/f4aul3FyD3jv3v4bul1IrkWZvzq.jpg","2020-02-29","Onward","False","7.8","5008"
"False","/wgGvWDkRATqntbKO0cW5IXnRk2u.jpg","[18]","73919","pt","Os Famosos e os Duendes da Morte","In a small town in the countryside in the south of Brazil, a teenager that uses the codename Mr. Tambourine Man spends his time in Internet, at school, smoking pot with his best friend Diego and with his dysfunctional mother. He dreams on leaving his hometown to watch a Bob Dylan's show but seems to be hopeless stranded in the spot.","1.24","/3dkhEOe9swT0pJF6O8TZ2HY5KkN.jpg","2011-09-29","The Famous and the Dead","False","6.8","9"
"False","/9CkI4VsYF8qJWfZpPqwZnBctb3M.jpg","[18]","50270","it","Paprika","A young country girl comes to town and works in a brothel in order to help her fiance get the money to start his own business. ""Paprika"" is the name given to her by the madam.","29.068","/jwlo74haG1XNmp5IdSJ5Gy3KuIm.jpg","1991-02-13","Paprika","False","7","273"
"False","/mlJmDZc7xVEYAU396EiLuN9Q4PB.jpg","[10751, 16, 12, 35]","77174","en","ParaNorman","In the town of Blithe Hollow, Norman Babcock can speak to the dead, but no one other than his eccentric new friend believes his ability is real. One day, Norman's eccentric uncle tells him of a ritual he must perform to protect the town from a curse cast by a witch centuries ago.","28.03","/9DZPtuYTKYxt6vzHvZ5FLThG4fl.jpg","2012-08-03","ParaNorman","False","6.9","2073"
"False","","[18, 9648]","86976","ja","PERFECT BLUE 夢なら醒めて","Asaka Ai is a budding starlet waiting for her big break to make it into the limelight. Under the dedicated tutelage of her manager Bando she shuffles from one photo shoot to the next, most often resulting in her image being used on various advertising posters. With the help of a catchy tune, Ai and Bando anticipate she will finally break out of merely poster appearances and into television commercials and from there, real stardom. The song is entitled ""If this is a Dream Wake Me"" (Yume Nara Samete) and was written by Ai's friend Hiromi just prior to Hiromi jumping headlong off a tall building. But as things started to go well, a stalker shows up knowing anything and everything about Ai...","6.326","/lPZBtqGE90ghaFhBsdqae7AeEPM.jpg","2002-08-24","Perfect Blue","False","6.6","12"
"False","/bIdNMgWG9Z1X15E01kPobncgi96.jpg","[16, 18]","2011","fr","Persepolis","In 1970s Iran, Marjane 'Marji' Statrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.","10.281","/pc86fETcZ07S3SnKOX5NjHEStdc.jpg","2007-06-27","Persepolis","False","7.9","1531"
"False","/1vdEUx5sZi2leQOefOV0h2c9LYs.jpg","[16, 10751, 12, 14]","10693","en","Peter Pan","Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.","61.094","/fJJOs1iyrhKfZceANxoPxPwNGF1.jpg","1953-02-05","Peter Pan","False","7.2","4494"
"False","/tA8Kl83oyv19pQAjpj4JhVt6yEk.jpg","[10402, 18]","12104","en","Pink Floyd: The Wall","A troubled rock star descends into madness in the midst of his physical and social isolation from everyone.","13.569","/3QcwzfyIYI8a94yP26jQ2TWsXGI.jpg","1982-07-14","Pink Floyd: The Wall","False","8","1183"
"False","/1nR9mCsJD02j13wet0yAnVhEG6Y.jpg","[18, 53]","71157","fr","Polisse","Paris, France. Fred and his colleagues, members of the BPM, the Police Child Protection Unit, dedicated to pursuing all sorts of offenses committed against the weakest, must endure the scrutiny of Melissa, a photographer commissioned to graphically document the daily routine of the team.","7.49","/cKs3XSFVbFeZcH3g9geAvr6ApOl.jpg","2011-10-06","Polisse","False","7.9","993"
"False","/yBq4jWZLaEJIssuVx2fAysEwJnt.jpg","[18, 10749]","4348","en","Pride & Prejudice","A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.","46.991","/sGjIvtVvTlWnia2zfJfHz81pZ9Q.jpg","2005-09-16","Pride & Prejudice","False","8.1","6491"
"False","/yOF42AWuF9Nz8nGLFpdGACSUwao.jpg","[878, 18, 53]","14337","en","Primer","Friends and fledgling entrepreneurs invent a device in their garage which reduces the apparent mass of any object placed inside it, but they discover that it has some highly unexpected capabilities - ones that could enable them to do and to have seemingly anything they want. Taking advantage of this unique opportunity is the first challenge they face. Dealing with the consequences is the next.","10.408","/voAV7fWA1g4mWsRm6l0rVsxU3sG.jpg","2004-10-08","Primer","False","6.8","1709"
"False","/6p6H2b4jZrm6V4uf39X21xAPgrK.jpg","[18, 35]","458342","en","Private Life","Richard and Rachel, a couple in the throes of infertility, try to maintain their marriage as they descend deeper and deeper into the insular world of assisted reproduction and domestic adoption.","7.344","/c0LxunoOD30s1d9fgwFQ0JTUCva.jpg","2018-10-05","Private Life","False","7","274"
"False","","[99]","57979","pt","Pro Dia Nascer Feliz","""Pro Dia Nascer Feliz"" é o segundo longa-metragem do diretor João Jardim, diretor do cultuado documentário ""Janela da Alma"" que, em 2002, bateu recordes de público no gênero. Através de uma investigação do relacionamento do adolescente com a escola - ambiente fundamental em sua formação - o diretor traz à tona, além de questões comuns a qualquer adolescente dentro do ambiente escolar, questões como a desigualdade social e o impacto da banalização da violência no desenvolvimento de muitos desses jovens.","1.326","/vpaijqE50AnzoYnCXioGIyyVAJ1.jpg","2006-03-23","Pro Dia Nascer Feliz","False","7.3","15"
"False","/3G1Q5xF40HkUBJXxt2DQgQzKTp5.jpg","[16, 35, 10751, 14]","568124","en","Encanto","The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family with a unique gift from super strength to the power to heal—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.","1185.61","/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg","2021-11-24","Encanto","False","7.7","6447"
"False","/7eFrCU1Tou3ZLcUjwQxvLlPbkev.jpg","[53]","809970","pl","Hiacynt","Not satisfied with the result of a murder investigation in Warsaw's gay community, an officer in 1980s communist Poland resolves to uncover the truth.","12.563","/rUX2fGa7OV85c6rtjOC351RVeyD.jpg","2021-08-18","Operation Hyacinth","False","6.7","37"
"False","/gMVdhfQ7q9DFHhDkehrququjGPd.jpg","[35, 80, 18, 36]","487558","en","BlacKkKlansman","Colorado Springs, late 1970s. Ron Stallworth, an African American police officer, and Flip Zimmerman, his Jewish colleague, run an undercover operation to infiltrate the Ku Klux Klan.","14.955","/8jxqAvSDoneSKRczaK8v9X5gqBp.jpg","2018-08-09","BlacKkKlansman","False","7.5","6417"
"False","/xALGpuW7HTv5muDw0WtWPARBpgy.jpg","[35]","671652","en","Taylor Tomlinson: Quarter-Life Crisis","Comedian Taylor Tomlinson is halfway through her 20s — and she's over it. From dating losers to a failed engagement, she takes aim at her life choices.","4.577","/k3dWZYGa0Tq1mdOUrUXTF7i2n3z.jpg","2020-03-03","Taylor Tomlinson: Quarter-Life Crisis","False","7.3","60"
"False","/8yi6lg6RjaOoucKSg08lxIuJvfX.jpg","[37]","441924","en","Tombstone Rashomon","The Gunfight at the OK Corral only happened once, but has been tirelessly recreated in films, television shows and western towns ever since. No one has a monopoly on truth, and in Tombstone Rashomon, the truth is shared by six conflicting, yet historical perspectives. In doing so, the film’s narrative becomes prismatic and the result is perhaps the most comprehensive telling of the most important gunfight in American history. This is the Tombstone story told in the style of the Japanese classic Rashomon where we see history from several perspectives including that of Wyatt Earp, Doc Holliday, Kate, Ike Clanton, Colonel Hafford and Johnny Behan.","2.653","/yh0r0HlcpAgZFj17ngLgOEBaUHM.jpg","2017-04-08","Tombstone Rashomon","False","8","3"
"False","/iQoGzaGqJ8dbTuLhPLODn57GS0L.jpg","[18, 10749]","1833","en","Rent","This rock opera tells the story of one year in the life of a group of bohemians struggling in late 1980s East Village, New York, USA. The film centers around Mark and Roger, two roommates. While a  tragedy has made Roger numb to new experiences, Mark begins capturing their world through his attempts to make a personal movie. In the year that follows, they and their friends deal with love, loss, and working together.","7.577","/fomBrfOHWxlaVcjPk4yCQgIwAnh.jpg","2005-11-17","Rent","False","6.8","476"
"False","/7jR6xSOqnWCrm3OGhm06Y8jGCYS.jpg","[80, 18]","641","en","Requiem for a Dream","The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.","11.919","/a1BrBoErndBAYEZZEJaotIJ6CE1.jpg","2000-10-06","Requiem for a Dream","False","8","8086"
"False","/81LX4wktTXWEXjLNlkHTmJm7tRu.jpg","[80, 18, 53]","1580","en","Rope","Two men attempt to prove they committed the perfect crime by hosting a dinner party after strangling their former classmate to death.","12.524","/j6jYX3IO49Z1U20sViIEsQfAI10.jpg","1948-03-11","Rope","False","8","2047"
"False","/t0wM2ZaeUHhGALSr0kW2VjYiOJm.jpg","[18]","57965","it","Rosso come il cielo","A nearly sightless boy is sent to a school for blind children, where he secretly discovers the possibilities of the recorded sound.","2.605","/1rCb19XDcQIcepJic7L8VziCUNe.jpg","2006-10-17","Red Like the Sky","False","7.7","54"
"False","/pbTyzFmqah1uQJTig17NiOeCU2d.jpg","[35, 18, 36]","140823","en","Saving Mr. Banks","Author P.L. Travers looks back on her childhood while reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.","12.026","/qfhiVU59BSPCdOZwPNs29Z8S23K.jpg","2013-11-29","Saving Mr. Banks","False","7.4","2872"
"False","/loRmRzQXZeqG78TqZuyvSlEQfZb.jpg","[18, 36, 10752]","424","en","Schindler's List","The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.","36.965","/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg","1993-11-30","Schindler's List","False","8.6","12756"
"False","/5i2XtRgiTyw0GxIllAPOX12ouSV.jpg","[36, 18]","273895","en","Selma","""Selma,"" as in Alabama, the place where segregation in the South was at its worst, leading to a march that ended in violence, forcing a famous statement by President Lyndon B. Johnson that ultimately led to the signing of the Voting Rights Act.","10.517","/wq4lhMc4BuOyQqe1ZGzhxLyy3Uk.jpg","2014-12-25","Selma","False","7.4","1927"
"False","/tbsopdHtiqpa8txljiSeuGHxLu.jpg","[80, 27, 53]","73861","sr","Srpski film","Milos, a retired porn star, leads a normal family life trying to make ends meet. Presented with the opportunity of a lifetime to financially support his family for the rest of their lives, Milos must participate in one last mysterious film. From then on, Milos is drawn into a maelstrom of unbelievable cruelty and mayhem.","27.56","/yIQqiw3Az5QYNHLCUoCTtxXH24G.jpg","2010-06-16","A Serbian Film","False","5.5","1465"
"False","/4NdAMnBwSAaSsUjoXkcU5aW28RF.jpg","[28, 80, 53]","273481","en","Sicario","An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.","56.062","/kTzfTJ2YZLNloOsE3PserEFCcg5.jpg","2015-09-17","Sicario","False","7.4","6922"
"False","/slPsf3cQFt8ffQSQbuOlpYlV84s.jpg","[14, 16, 10749, 10751]","10882","en","Sleeping Beauty","A beautiful princess born in a faraway kingdom is destined by a terrible curse to prick her finger on the spindle of a spinning wheel and fall into a deep sleep that can only be awakened by true love's first kiss. Determined to protect her, her parents ask three fairies to raise her in hiding. But the evil Maleficent is just as determined to seal the princess's fate.","57.641","/e3K5cLvVRXVxhw4mXQET92p1dnz.jpg","1959-02-17","Sleeping Beauty","False","6.9","4328"
"False","/jpP8oOge5W47mHdgp3j3zEJnT6Q.jpg","[9648, 53, 80]","993","en","Sleuth","A mystery novelist devises an insurance scam with his wife’s lover – but things aren’t exactly as they seem.","8.727","/jAREYLUnYGwPjbQr0vs1s38QLkH.jpg","1972-12-10","Sleuth","False","7.7","449"
"False","/5rdtiEBC6znvGr5ep2TfeqI1JCC.jpg","[35, 18]","84341","en","Smashed","Kate and Charlie like to have a good time. Their marriage thrives on a shared fondness for music, laughter… and getting smashed. When Kate’s partying spirals into hard-core asocial behavior, compromising her job as an elementary schoolteacher, something’s got to give. But change isn’t exactly a cakewalk. Sobriety means she will have to confront the lies she’s been spinning at work, her troubling relationship with her mother, and the nature of her bond with Charlie.","7.189","/d4b2k3bB5C6AC9s3FFZhjZw7rB1.jpg","2012-01-22","Smashed","False","6.5","210"
"False","/n3pJwYuPnkw7JX7tOMbH0GRfBPn.jpg","[14, 16, 10751]","408","en","Snow White and the Seven Dwarfs","A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.","78.357","/9QKUh9UuIIT2ZA9Rby9R6vtNRKa.jpg","1937-12-21","Snow White and the Seven Dwarfs","False","7.1","6172"
"False","/ng6SSB3JhbcpKTwbPDsRwUYK8Cq.jpg","[28, 12, 878]","429617","en","Spider-Man: Far From Home","Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.","158.064","/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg","2019-06-28","Spider-Man: Far From Home","False","7.5","12571"
"False","/ckCrunvxJ1SqL1w4goJGGGZ5PGP.jpg","[18, 80, 53]","616651","en","Stillwater","Bill Baker, an American oil-rig roughneck from Oklahoma, travels to Marseille to visit his estranged daughter, Allison, who is in prison for a murder she claims she did not commit. Confronted with language barriers, cultural differences, and a complicated legal system, Bill builds a new life for himself in France as he makes it his personal mission to exonerate his daughter.","36.93","/cPdmPwcIcmu0ugfKcdFtI3vmOJq.jpg","2021-07-29","Stillwater","False","6.8","606"
"False","","[80]","587248","en","Straight Out Of Compton","Four men learn that pulling one over on a gangster is both rewarding and potentially suicidal in this urban action-thriller. Hen (Ryan Combs) is a small-time crook who has just gotten out of jail and isn't interested in going back any time soon","0.84","/p7ZConWZIrQ4tenJqRpxqxaw65O.jpg","1999-05-01","Straight Out Of Compton","False","1","2"
"False","/lajJKmazOSfJ6kPXVFxjr0JBDf0.jpg","[18, 53]","64639","en","Straw Dogs","L.A. screenwriter David Sumner relocates with his wife, Amy, to her hometown in the deep South. There, while tensions build between them, a brewing conflict with locals becomes a threat to them both.","11.644","/hSW5Msz5Cr6vUQxChPSPdxufnss.jpg","2011-09-16","Straw Dogs","False","5.8","420"
"False","/qUHU6ugvkeAslMGkMyJTgfmPtf6.jpg","[18, 35, 10749]","49020","en","Submarine","15-year-old deep-thinking Welsh schoolboy Oliver Tate struggles to initiate and maintain a relationship with Jordana, his devilish, dark-haired classmate at their Swansea high school. As his parents' marriage begins to fall apart, similar problems arise in his relationship with Jordana.","8.393","/vmt5vG9dSmswmzHSYvn1S4Nl4uG.jpg","2011-03-18","Submarine","False","7.4","1185"
"False","/huoDY3oOfx3HKi68KL73kmKTm0v.jpg","[18]","30020","fa","طعم گيلاس","A middle-aged Tehranian man, Mr. Badii is intent on killing himself and seeks someone to bury him after his demise. Driving around the city, the seemingly well-to-do Badii meets with numerous people, including a Muslim student, asking them to take on the job, but initially he has little luck. Eventually, Badii finds a man who is up for the task because he needs the money, but his new associate soon tries to talk him out of committing suicide.","7.746","/vgPwjgbSdbYWrS1ty8TIZtmi6Tn.jpg","1997-09-28","Taste of Cherry","False","7.6","361"
"False","/3Skg7e94WFreLgQAR0PAYSk0Zv1.jpg","[10751, 12, 16, 18]","37135","en","Tarzan","Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...","81.477","/a0Syo09bmNJgehjfeVL6meR9Mjh.jpg","1999-06-18","Tarzan","False","7.4","5597"
"False","/zMEplqrRjoGEPfo0tl6TmzKDAik.jpg","[35, 14]","662612","xx","Vícios dos Tempos Modernos","A day in the life of a girl literally addicted to her cellphone.","0.6","/Ae5IbbJMOrx6yGTP0hRRzIqFmqW.jpg","2020-01-09","Modern Times Addictions","False","8","2"
"False","/1jLaJPdu7dMl0Nk3vLuafDx9PWS.jpg","[99]","123678","id","Jagal","In a place where killers are celebrated as heroes, these filmmakers challenge unrepentant death-squad leaders to dramatize their role in genocide. The result is a surreal, cinematic journey, not only into the memories and imaginations of mass murderers, but also into a frighteningly banal regime of corruption and impunity.","6.71","/wg9QERtcZTTcOu6La3nZCfJUMHG.jpg","2012-11-01","The Act of Killing","False","7.7","534"
"False","/xHrp2pq73oi9D64xigPjWW1wcz1.jpg","[80, 9648, 53]","414906","en","The Batman","In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.","3419.546","/74xTEgt7R36Fpooo50r9T25onhq.jpg","2022-03-01","The Batman","False","7.8","4623"
"False","/i7UCf0ysjbYYaqcSKUox9BJz4Kp.jpg","[35, 18]","318846","en","The Big Short","The men who made millions from a global economic meltdown.","25.786","/isuQWbJPbjybBEWdcCaBUPmU0XO.jpg","2015-12-11","The Big Short","False","7.3","7430"
"False","/12RXkIWUXwOHXgAmlxJNIWRGrri.jpg","[35, 18, 37]","537996","en","The Ballad of Buster Scruggs","Vignettes weaving together the stories of six individuals in the old West at the end of the Civil War. Following the tales of a sharp-shooting songster, a wannabe bank robber, two weary traveling performers, a lone gold prospector, a woman traveling the West to an uncertain future, and a motley crew of strangers undertaking a carriage ride.","19.402","/voxl654m7p36y8FLu8oQD7dfwwK.jpg","2018-11-09","The Ballad of Buster Scruggs","False","7.1","3251"
"False","/57LEr2CScU29AwdaYg7OlUGBdR2.jpg","[18]","444539","en","The Bookshop","Set in a small English town in 1959, a woman decides, against polite but ruthless local opposition, to open a bookshop, a decision which becomes a political minefield.","10.719","/nh2ZpwuTKjY0tTGcsGu7TwOpT4p.jpg","2017-11-10","The Bookshop","False","6.5","340"
"False","/qU4HDNKv7gjdlvMu74r70rISPwn.jpg","[12, 16, 35, 10751]","10315","en","Fantastic Mr. Fox","The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.","24.381","/euZyZb6iGreujYKrGyZHRddhUYh.jpg","2009-10-23","Fantastic Mr. Fox","False","7.8","4063"
"False","/5INPBiKVRsyp9kgHfsC0cTfvKFH.jpg","[35, 18]","565310","en","The Farewell","A headstrong Chinese-American woman returns to China when her beloved grandmother is given a terminal diagnosis. Billi struggles with her family's decision to keep grandma in the dark about her own illness as they all stage an impromptu wedding to see grandma one last time.","9.191","/7ht2IMGynDSVQGvAXhAb83DLET8.jpg","2019-07-12","The Farewell","False","7.5","1106"
"False","/6SP1bFfoXhW7Ni7fPw5GjY7ACBS.jpg","[18]","600354","en","The Father","A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.","19.871","/pr3bEQ517uMb5loLvjFQi8uLAsp.jpg","2020-12-23","The Father","False","8.2","2107"
"False","/KMjNmZ1DcUTiwpWT5Ul0IjA85m.jpg","[18, 53]","162903","en","The Fifth Estate","A look at the relationship between WikiLeaks founder Julian Assange and his early supporter and eventual colleague Daniel Domscheit-Berg, and how the website's growth and influence led to an irreparable rift between the two friends.","9.471","/1dzLHy1AN8hgppJp1LDzMI4fbHY.jpg","2013-10-11","The Fifth Estate","False","6","844"
"False","/cCyaG86vAhQQgtAJLBkio16HNvz.jpg","[28, 80, 53, 18]","446807","en","The Girl in the Spider's Web","In Stockholm, Sweden, hacker Lisbeth Salander is hired by Frans Balder, a computer engineer, to retrieve a program that he believes it is too dangerous to exist.","16.115","/w4ibr8R702DCjwYniry1D1XwQXj.jpg","2018-10-25","The Girl in the Spider's Web","False","6.1","1090"
"False","/5vPW6MPAyCFd84FEQQgtPDmVDPQ.jpg","[35, 18]","120467","en","The Grand Budapest Hotel","The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.","23.037","/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg","2014-02-26","The Grand Budapest Hotel","False","8.1","12279"
"False","/lrNKm3HNvGdZoAfiBKu7b04FLHN.jpg","[18]","316029","en","The Greatest Showman","The story of American showman P.T. Barnum, founder of the circus that became the famous traveling Ringling Bros. and Barnum & Bailey Circus.","30.205","/b9CeobiihCx1uG1tpw8hXmpi7nm.jpg","2017-12-20","The Greatest Showman","False","7.9","8103"
"False","/hk4PwhKhT7q7jp1lvA8aiYqDluy.jpg","[16, 18, 35, 27]","926899","en","The House","Across different eras, a poor family, an anxious developer and a fed-up landlady become tied to the same mysterious house in this animated dark comedy.","381.489","/iZjMFSKCrleKolC1gYcz5Rs8bk1.jpg","2022-01-14","The House","False","7","594"
"False","/v0zhVgtqisaFsSVAOKxqwVOOlQr.jpg","[28, 18, 36]","617653","en","The Last Duel","King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire, Jacques Le Gris, by challenging him to a duel.","203.75","/zjrJE0fpzPvX8saJXj8VNfcjBoU.jpg","2021-10-13","The Last Duel","False","7.5","2109"
"False","/crlcda0f7SU3jyjpLMkE0FrkQe7.jpg","[80, 18, 9648, 53]","26331","en","The Last of Sheila","A year after Sheila is killed in a hit-and-run, her multimillionaire husband invites a group of friends to spend a week on his yacht playing a scavenger hunt-style mystery game. The game turns out to be all too real and all too deadly.","6.022","/bDPoCBb4mBudYSC4201aHrBZsSg.jpg","1973-06-14","The Last of Sheila","False","7","83"
"False","/tNE9HGcFOH8EpCmzO7XCYwqguI0.jpg","[18, 14, 53, 27]","503919","en","The Lighthouse","Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.","31.55","/4SC4cyzHWWzDEdszdxHYPWd32YH.jpg","2019-10-18","The Lighthouse","False","7.5","3406"
"False","/q00H8EqULYSK74lgevMkhmGGLHn.jpg","[10751, 16, 18]","8587","en","The Lion King","A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?","152.903","/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg","1994-06-23","The Lion King","False","8.3","15292"
